SourceTime;Side;Action;OrderId;Price;Qty;B0;BQ0;BN0;A0;AQ0;AN0
28951811783;2;A;20220620023173;1684;50;1682;38;18;1684;94;12
28952430517;2;A;20220620023174;1683;2;1682;38;18;1683;2;1
28952443749;2;A;20220620023175;1683;2;1682;38;18;1683;4;2
28952606734;1;D;20220620022943;1682;1;1682;37;17;1683;4;2
28952608215;2;D;20220620023167;1686;2;1682;37;17;1683;4;2
28952608219;2;A;20220620023176;1685;2;1682;37;17;1683;4;2
28952611145;2;A;20220620023177;1683;1;1682;37;17;1683;5;3
28952709562;1;D;20220620023170;1673;5;1682;37;17;1683;5;3
28952709574;2;D;20220620023171;1693;5;1682;37;17;1683;5;3
28952709583;1;A;20220620023178;1672;5;1682;37;17;1683;5;3
28952709583;2;A;20220620023179;1692;5;1682;37;17;1683;5;3
28953415668;1;D;20220620001065;1682;1;1682;36;16;1683;5;3
28953416108;2;A;20220620023181;1683;1;1682;36;16;1683;6;4
28953416162;1;A;20220620023182;1682;2;1682;38;17;1683;6;4
28953417782;2;D;20220620023023;1690;1;1682;38;17;1683;6;4
28953417785;2;A;20220620023183;1683;1;1682;38;17;1683;7;5
28953960238;2;A;20220620023184;1683;4;1682;38;17;1683;11;6
28953961950;1;D;20220620023091;1682;2;1682;36;16;1683;11;6
28953989146;2;D;20220620023018;1686;10;1682;36;16;1683;11;6
28953989149;2;A;20220620023185;1685;10;1682;36;16;1683;11;6
28954202709;1;D;20220620023148;1679;10;1682;36;16;1683;11;6
28954202714;1;A;20220620023186;1678;10;1682;36;16;1683;11;6
28954207083;2;D;20220620023149;1687;10;1682;36;16;1683;11;6
28954207086;2;A;20220620023187;1686;10;1682;36;16;1683;11;6
28954269371;1;D;20220620023150;1649;10;1682;36;16;1683;11;6
28954269377;1;A;20220620023188;1648;10;1682;36;16;1683;11;6
28954307196;2;D;20220620023151;1717;10;1682;36;16;1683;11;6
28954307204;2;A;20220620023189;1716;10;1682;36;16;1683;11;6
28954617450;1;D;20220620023168;1661;10;1682;36;16;1683;11;6
28954617454;1;A;20220620023190;1660;10;1682;36;16;1683;11;6
28955089529;1;D;20220620023190;1660;10;1682;36;16;1683;11;6
28955089533;1;A;20220620023191;1661;10;1682;36;16;1683;11;6
28955696450;2;D;20220620023174;1683;2;1682;36;16;1683;9;5
28955696460;2;D;20220620023175;1683;2;1682;36;16;1683;7;4
28955696464;2;D;20220620023177;1683;1;1682;36;16;1683;6;3
28955696480;2;D;20220620023181;1683;1;1682;36;16;1683;5;2
28955696483;2;D;20220620023183;1683;1;1682;36;16;1683;4;1
28955696486;2;D;20220620023184;1683;4;1682;36;16;1684;94;12
28955696490;1;A;20220620023192;1683;4;1683;4;1;1684;94;12
28955697596;2;D;20220620021689;1690;1;1683;4;1;1684;94;12
28955697602;1;M;20220620023192;1683;3;1683;3;1;1684;94;12
28955699025;1;A;20220620023194;1682;1;1683;3;1;1684;94;12
28955699394;1;D;20220620022958;1676;1;1683;3;1;1684;94;12
28955699396;1;A;20220620023195;1683;1;1683;4;2;1684;94;12
28955699499;1;A;20220620023196;1682;3;1683;4;2;1684;94;12
28955699638;2;D;20220620023117;1684;1;1683;4;2;1684;93;11
28955699661;1;D;20220620023195;1683;1;1683;3;1;1684;93;11
28955782185;2;D;20220620023185;1685;10;1683;3;1;1684;93;11
28955782189;2;A;20220620023197;1686;10;1683;3;1;1684;93;11
28955782275;2;A;20220620023198;1690;1;1683;3;1;1684;93;11
28955795015;2;A;20220620023199;1684;15;1683;3;1;1684;108;12
28955862473;1;M;20220620023192;1683;2;1683;2;1;1684;108;12
28955869409;1;D;20220620023164;1679;10;1683;2;1;1684;108;12
28955869412;1;A;20220620023201;1680;10;1683;2;1;1684;108;12
28955870977;2;D;20220620023165;1687;10;1683;2;1;1684;108;12
28955870980;2;A;20220620023202;1688;10;1683;2;1;1684;108;12
28955873503;1;A;20220620023203;1682;1;1683;2;1;1684;108;12
28955972550;1;D;20220620023178;1672;5;1683;2;1;1684;108;12
28955972555;2;D;20220620023179;1692;5;1683;2;1;1684;108;12
28955972561;1;A;20220620023204;1673;5;1683;2;1;1684;108;12
28955972561;2;A;20220620023205;1693;5;1683;2;1;1684;108;12
28956056261;2;D;20220620021608;1687;14;1683;2;1;1684;108;12
28956201547;1;D;20220620023186;1678;10;1683;2;1;1684;108;12
28956201550;1;A;20220620023206;1679;10;1683;2;1;1684;108;12
28956205255;2;D;20220620023187;1686;10;1683;2;1;1684;108;12
28956205258;2;A;20220620023207;1687;10;1683;2;1;1684;108;12
28956220641;2;D;20220620023156;1687;10;1683;2;1;1684;108;12
28956220645;2;A;20220620023208;1688;10;1683;2;1;1684;108;12
28956223054;1;D;20220620023155;1679;10;1683;2;1;1684;108;12
28956223056;1;A;20220620023209;1680;10;1683;2;1;1684;108;12
28956314019;1;D;20220620023188;1648;10;1683;2;1;1684;108;12
28956314025;1;A;20220620023210;1649;10;1683;2;1;1684;108;12
28956315480;2;D;20220620023189;1716;10;1683;2;1;1684;108;12
28956315485;2;A;20220620023211;1717;10;1683;2;1;1684;108;12
28956345204;1;D;20220620005536;1675;1;1683;2;1;1684;108;12
28956345209;1;A;20220620023212;1640;1;1683;2;1;1684;108;12
28956794351;2;A;20220620023213;1690;1;1683;2;1;1684;108;12
28956895393;1;A;20220620023214;1676;1;1683;2;1;1684;108;12
28957091712;2;D;20220620023176;1685;2;1683;2;1;1684;108;12
28957091716;2;A;20220620023216;1686;2;1683;2;1;1684;108;12
28957243446;1;A;20220620023217;1683;2;1683;4;2;1684;108;12
28957490020;1;A;20220620023218;1683;1;1683;5;3;1684;108;12
28957995488;1;D;20220620023192;1683;2;1683;3;2;1684;108;12
28958093060;1;D;20220620023097;1682;1;1683;3;2;1684;108;12
28958094075;1;A;20220620023219;1683;2;1683;5;3;1684;108;12
28958180578;2;D;20220620023054;1684;2;1683;5;3;1684;106;11
28958180619;2;D;20220620022894;1684;7;1683;5;3;1684;99;10
28958187565;1;A;20220620023220;1683;1;1683;6;4;1684;99;10
28958187613;1;A;20220620023221;1683;7;1683;13;5;1684;99;10
28958189248;1;D;20220620023081;1679;10;1683;13;5;1684;99;10
28958189282;2;D;20220620023082;1687;10;1683;13;5;1684;99;10
28958189322;1;A;20220620023222;1680;10;1683;13;5;1684;99;10
28958189693;2;A;20220620023223;1688;10;1683;13;5;1684;99;10
28958214042;1;D;20220620023114;1680;10;1683;13;5;1684;99;10
28958214045;1;A;20220620023224;1681;10;1683;13;5;1684;99;10
28958404888;1;D;20220620023222;1680;10;1683;13;5;1684;99;10
28958404934;1;A;20220620023225;1679;10;1683;13;5;1684;99;10
28958465062;1;A;20220620023226;1680;10;1683;13;5;1684;99;10
28958465111;1;D;20220620023225;1679;10;1683;13;5;1684;99;10
28958596745;1;D;20220620023226;1680;10;1683;13;5;1684;99;10
28958596807;1;A;20220620023227;1679;10;1683;13;5;1684;99;10
28958785757;1;D;20220620023227;1679;10;1683;13;5;1684;99;10
28958785817;1;A;20220620023228;1680;10;1683;13;5;1684;99;10
28958847317;1;A;20220620023229;1679;10;1683;13;5;1684;99;10
28958847360;1;D;20220620023228;1680;10;1683;13;5;1684;99;10
28958847396;2;D;20220620023223;1688;10;1683;13;5;1684;99;10
28958847435;2;A;20220620023230;1687;10;1683;13;5;1684;99;10
28959221208;1;D;20220620023229;1679;10;1683;13;5;1684;99;10
28959221273;2;D;20220620023230;1687;10;1683;13;5;1684;99;10
28959221335;2;A;20220620023231;1688;10;1683;13;5;1684;99;10
28959221373;1;A;20220620023232;1680;10;1683;13;5;1684;99;10
28959251425;1;A;20220620023233;1679;10;1683;13;5;1684;99;10
28959251460;1;D;20220620023232;1680;10;1683;13;5;1684;99;10
28959251532;2;D;20220620023231;1688;10;1683;13;5;1684;99;10
28959251589;2;A;20220620023234;1687;10;1683;13;5;1684;99;10
28959276729;1;D;20220620023233;1679;10;1683;13;5;1684;99;10
28959276765;2;D;20220620023234;1687;10;1683;13;5;1684;99;10
28959276802;1;A;20220620023235;1680;10;1683;13;5;1684;99;10
28959276838;2;A;20220620023236;1688;10;1683;13;5;1684;99;10
28959288456;1;A;20220620023237;1679;10;1683;13;5;1684;99;10
28959288493;1;D;20220620023235;1680;10;1683;13;5;1684;99;10
28959289264;2;D;20220620023236;1688;10;1683;13;5;1684;99;10
28959289335;2;A;20220620023238;1687;10;1683;13;5;1684;99;10
28959305736;1;A;20220620023239;1678;1;1683;13;5;1684;99;10
28959329667;1;D;20220620023237;1679;10;1683;13;5;1684;99;10
28959329799;2;A;20220620023240;1688;10;1683;13;5;1684;99;10
28959329825;2;D;20220620023238;1687;10;1683;13;5;1684;99;10
28959329862;1;A;20220620023241;1680;10;1683;13;5;1684;99;10
28959330803;1;D;20220620023214;1676;1;1683;13;5;1684;99;10
28959330806;1;A;20220620023242;1683;1;1683;14;6;1684;99;10
28959438308;1;A;20220620023243;1683;2;1683;16;7;1684;99;10
28959478369;1;D;20220620023109;1674;11;1683;16;7;1684;99;10
28959478374;2;D;20220620023110;1684;11;1683;16;7;1684;88;9
28959478379;1;A;20220620023244;1675;11;1683;16;7;1684;88;9
28959478380;2;A;20220620023245;1685;11;1683;16;7;1684;88;9
28959514002;2;D;20220620022951;1686;10;1683;16;7;1684;88;9
28959514005;2;A;20220620023246;1687;10;1683;16;7;1684;88;9
28959635416;2;D;20220620023061;1684;10;1683;16;7;1684;78;8
28959636849;2;A;20220620023247;1686;9;1683;16;7;1684;78;8
28959836249;2;D;20220620023173;1684;50;1683;16;7;1684;28;7
28959837066;2;D;20220620022726;1685;1;1683;16;7;1684;28;7
28959837097;1;D;20220620022904;1678;10;1683;16;7;1684;28;7
28959837163;1;D;20220620022961;1677;1;1683;16;7;1684;28;7
28959837166;1;A;20220620023248;1683;1;1683;17;8;1684;28;7
28959837282;2;D;20220620022934;1684;1;1683;17;8;1684;27;6
28959837427;2;A;20220620023249;1691;1;1683;17;8;1684;27;6
28959838019;1;A;20220620023250;1679;10;1683;17;8;1684;27;6
28959838343;2;D;20220620022909;1684;2;1683;17;8;1684;25;5
28959839788;1;A;20220620023251;1683;1;1683;18;9;1684;25;5
28959840173;2;D;20220620022921;1687;10;1683;18;9;1684;25;5
28959840643;2;A;20220620023252;1689;10;1683;18;9;1684;25;5
28959883900;2;D;20220620022941;1685;5;1683;18;9;1684;25;5
28959883904;2;A;20220620023253;1686;5;1683;18;9;1684;25;5
28962491859;1;A;20220620023254;1683;5;1683;23;10;1684;25;5
28962495890;1;D;20220620023046;1679;12;1683;23;10;1684;25;5
28962495893;1;A;20220620023255;1680;12;1683;23;10;1684;25;5
28962496329;2;D;20220620023047;1687;12;1683;23;10;1684;25;5
28962496334;2;A;20220620023256;1688;12;1683;23;10;1684;25;5
28965893378;2;A;20220620023257;1685;50;1683;23;10;1684;25;5
28966011110;1;D;20220620023220;1683;1;1683;22;9;1684;25;5
28966011187;2;D;20220620023240;1688;10;1683;22;9;1684;25;5
28966011255;1;D;20220620023241;1680;10;1683;22;9;1684;25;5
28966011340;2;A;20220620023258;1687;10;1683;22;9;1684;25;5
28966011427;1;A;20220620023259;1679;10;1683;22;9;1684;25;5
28966392544;2;D;20220620023258;1687;10;1683;22;9;1684;25;5
28966392638;2;A;20220620023260;1688;10;1683;22;9;1684;25;5
28966392720;1;A;20220620023261;1680;10;1683;22;9;1684;25;5
28966392800;1;D;20220620023259;1679;10;1683;22;9;1684;25;5
28968468276;1;A;20220620023262;1683;5;1683;27;10;1684;25;5
28968882650;1;A;20220620023263;1676;1;1683;27;10;1684;25;5
28969297168;1;D;20220620000765;1632;1;1683;27;10;1684;25;5
28969298224;1;D;20220620000766;1632;1;1683;27;10;1684;25;5
28969419155;1;A;20220620023264;1683;1;1683;28;11;1684;25;5
28969610683;1;A;20220620023265;1683;2;1683;30;12;1684;25;5
28969818184;1;D;20220620000763;1632;1;1683;30;12;1684;25;5
28970414663;1;A;20220620023266;1683;1;1683;31;13;1684;25;5
28971886533;2;D;20220620023253;1686;5;1683;31;13;1684;25;5
28971886537;2;A;20220620023267;1685;5;1683;31;13;1684;25;5
28973648992;2;D;20220620022244;1688;1;1683;31;13;1684;25;5
28973648998;2;A;20220620023268;1685;1;1683;31;13;1684;25;5
28973758629;2;A;20220620023269;1687;10;1683;31;13;1684;25;5
28973758707;1;D;20220620023261;1680;10;1683;31;13;1684;25;5
28973758781;2;D;20220620023260;1688;10;1683;31;13;1684;25;5
28973758858;1;A;20220620023270;1679;10;1683;31;13;1684;25;5
28973767770;1;D;20220620023243;1683;2;1683;29;12;1684;25;5
28974472300;2;D;20220620022848;1689;1;1683;29;12;1684;25;5
28975081971;2;A;20220620023271;1684;2;1683;29;12;1684;27;6
28975082843;1;D;20220620023221;1683;7;1683;22;11;1684;27;6
28975085496;1;D;20220620023248;1683;1;1683;21;10;1684;27;6
28975086632;2;A;20220620023272;1684;1;1683;21;10;1684;28;7
28975157805;1;A;20220620023273;1677;1;1683;21;10;1684;28;7
28975230467;2;A;20220620023274;1684;3;1683;21;10;1684;31;8
28975284064;1;D;20220620023251;1683;1;1683;20;9;1684;31;8
28975287374;1;D;20220620023242;1683;1;1683;19;8;1684;31;8
28975293650;1;D;20220620023255;1680;12;1683;19;8;1684;31;8
28975293654;1;A;20220620023275;1679;12;1683;19;8;1684;31;8
28975294069;2;D;20220620023256;1688;12;1683;19;8;1684;31;8
28975294072;2;A;20220620023276;1687;12;1683;19;8;1684;31;8
28975376557;1;A;20220620023277;1676;1;1683;19;8;1684;31;8
28975690481;2;A;20220620023278;1684;5;1683;19;8;1684;36;9
28976893873;1;D;20220620023217;1683;2;1683;17;7;1684;36;9
28977618272;2;A;20220620023280;1684;50;1683;17;7;1684;86;10
28977619726;2;D;20220620023252;1689;10;1683;17;7;1684;86;10
28977620263;2;A;20220620023281;1688;10;1683;17;7;1684;86;10
28977752648;1;D;20220620023218;1683;1;1683;16;6;1684;86;10
28977762655;1;D;20220620023266;1683;1;1683;15;5;1684;86;10
28977763704;1;D;20220620023264;1683;1;1683;14;4;1684;86;10
28978306256;1;A;20220620023282;1677;1;1683;14;4;1684;86;10
28978533962;2;D;20220620023246;1687;10;1683;14;4;1684;86;10
28978533966;2;A;20220620023283;1686;10;1683;14;4;1684;86;10
28978572502;2;D;20220620023283;1686;10;1683;14;4;1684;86;10
28978572505;2;A;20220620023284;1687;10;1683;14;4;1684;86;10
28978589675;1;D;20220620023244;1675;11;1683;14;4;1684;86;10
28978589680;2;D;20220620023245;1685;11;1683;14;4;1684;86;10
28978589684;1;A;20220620023285;1674;11;1683;14;4;1684;86;10
28978589684;2;A;20220620023286;1684;11;1683;14;4;1684;97;11
28978590479;2;D;20220620023284;1687;10;1683;14;4;1684;97;11
28978590481;2;A;20220620023287;1686;10;1683;14;4;1684;97;11
28978700183;2;A;20220620023288;1684;11;1683;14;4;1684;108;12
28978710156;2;D;20220620023247;1686;9;1683;14;4;1684;108;12
28979518364;2;A;20220620023289;1684;1;1683;14;4;1684;109;13
28979711387;1;D;20220620023285;1674;11;1683;14;4;1684;109;13
28979711393;2;D;20220620023286;1684;11;1683;14;4;1684;98;12
28979711398;1;A;20220620023290;1675;11;1683;14;4;1684;98;12
28979711399;2;A;20220620023291;1685;11;1683;14;4;1684;98;12
28979745108;2;D;20220620023287;1686;10;1683;14;4;1684;98;12
28979745112;2;A;20220620023292;1687;10;1683;14;4;1684;98;12
28981181440;2;D;20220620023292;1687;10;1683;14;4;1684;98;12
28981181446;2;A;20220620023293;1686;10;1683;14;4;1684;98;12
28982464396;2;D;20220620023269;1687;10;1683;14;4;1684;98;12
28982464437;2;A;20220620023294;1688;10;1683;14;4;1684;98;12
28982464459;1;D;20220620023270;1679;10;1683;14;4;1684;98;12
28982464499;1;A;20220620023295;1680;10;1683;14;4;1684;98;12
28982465076;1;A;20220620023296;1683;2;1683;16;5;1684;98;12
28982465099;1;A;20220620023297;1683;1;1683;17;6;1684;98;12
28983450017;1;D;20220620023295;1680;10;1683;17;6;1684;98;12
28983450076;1;A;20220620023298;1679;10;1683;17;6;1684;98;12
28983455976;2;D;20220620023294;1688;10;1683;17;6;1684;98;12
28983456055;2;A;20220620023299;1687;10;1683;17;6;1684;98;12
28984036003;2;D;20220620023299;1687;10;1683;17;6;1684;98;12
28984036046;1;D;20220620023298;1679;10;1683;17;6;1684;98;12
28984036077;2;A;20220620023300;1688;10;1683;17;6;1684;98;12
28984036095;1;A;20220620023301;1680;10;1683;17;6;1684;98;12
28984172879;1;A;20220620023302;1683;1;1683;18;7;1684;98;12
28984188396;1;A;20220620023303;1683;7;1683;25;8;1684;98;12
28984194738;1;D;20220620023275;1679;12;1683;25;8;1684;98;12
28984194741;1;A;20220620023304;1680;12;1683;25;8;1684;98;12
28984195233;2;D;20220620023276;1687;12;1683;25;8;1684;98;12
28984195236;2;A;20220620023305;1688;12;1683;25;8;1684;98;12
28984307158;1;A;20220620023306;1682;1;1683;25;8;1684;98;12
28984894661;2;D;20220620017649;1689;2;1683;25;8;1684;98;12
28984894668;1;D;20220620023219;1683;2;1683;23;7;1684;98;12
28984895669;1;A;20220620023308;1679;10;1683;23;7;1684;98;12
28984895715;1;D;20220620023301;1680;10;1683;23;7;1684;98;12
28984895760;2;D;20220620023300;1688;10;1683;23;7;1684;98;12
28984896160;2;A;20220620023309;1687;10;1683;23;7;1684;98;12
28984919292;1;D;20220620023308;1679;10;1683;23;7;1684;98;12
28984919364;1;A;20220620023310;1680;10;1683;23;7;1684;98;12
28984919796;2;D;20220620023309;1687;10;1683;23;7;1684;98;12
28984919859;2;A;20220620023311;1688;10;1683;23;7;1684;98;12
28985457304;2;D;20220620023280;1684;50;1683;23;7;1684;48;11
28985572678;1;D;20220620023306;1682;1;1683;23;7;1684;48;11
28985585444;1;A;20220620023312;1683;1;1683;24;8;1684;48;11
28985587636;2;D;20220620023272;1684;1;1683;24;8;1684;47;10
28985596065;1;A;20220620023313;1683;2;1683;26;9;1684;47;10
28985598041;2;D;20220620023271;1684;2;1683;26;9;1684;45;9
28985670373;1;A;20220620023314;1683;1;1683;27;10;1684;45;9
28985762779;2;D;20220620023288;1684;11;1683;27;10;1684;34;8
28985773710;2;A;20220620023315;1686;12;1683;27;10;1684;34;8
28985781080;1;A;20220620023316;1683;1;1683;28;11;1684;34;8
28985809092;2;D;20220620022882;1684;1;1683;28;11;1684;33;7
28985809096;2;D;20220620022890;1684;5;1683;28;11;1684;28;6
28985809100;2;D;20220620022903;1684;3;1683;28;11;1684;25;5
28985809104;2;D;20220620023143;1684;1;1683;28;11;1684;24;4
28985809108;2;D;20220620023199;1684;15;1683;28;11;1684;9;3
28985809111;2;D;20220620023274;1684;3;1683;28;11;1684;6;2
28985809115;2;D;20220620023278;1684;5;1683;28;11;1684;1;1
28985809119;2;D;20220620023289;1684;1;1683;28;11;1685;137;21
28985809121;1;A;20220620023317;1684;66;1684;66;1;1685;137;21
28985810372;1;A;20220620023318;1683;1;1684;66;1;1685;137;21
28985810690;1;A;20220620023319;1684;9;1684;75;2;1685;137;21
28985811264;2;D;20220620022727;1685;1;1684;75;2;1685;136;20
28985811305;1;A;20220620023320;1684;2;1684;77;3;1685;136;20
28985812129;1;A;20220620023321;1684;1;1684;78;4;1685;136;20
28985812490;1;A;20220620023322;1682;3;1684;78;4;1685;136;20
28985812515;2;D;20220620022888;1685;3;1684;78;4;1685;133;19
28985812641;1;D;20220620023250;1679;10;1684;78;4;1685;133;19
28985812817;1;D;20220620023320;1684;2;1684;76;3;1685;133;19
28985812863;1;D;20220620023321;1684;1;1684;75;2;1685;133;19
28985813434;1;A;20220620023323;1679;10;1684;75;2;1685;133;19
28985814435;1;D;20220620023319;1684;9;1684;66;1;1685;133;19
28985815308;1;A;20220620023324;1683;3;1684;66;1;1685;133;19
28985815985;1;A;20220620023325;1684;9;1684;75;2;1685;133;19
28985816111;2;D;20220620023311;1688;10;1684;75;2;1685;133;19
28985819341;1;D;20220620023304;1680;12;1684;75;2;1685;133;19
28985819345;1;A;20220620023326;1681;12;1684;75;2;1685;133;19
28985821681;1;D;20220620022922;1679;10;1684;75;2;1685;133;19
28985821688;2;D;20220620022923;1687;10;1684;75;2;1685;133;19
28985821695;1;A;20220620023327;1680;10;1684;75;2;1685;133;19
28985821695;2;A;20220620023328;1688;10;1684;75;2;1685;133;19
28985821929;2;D;20220620023305;1688;12;1684;75;2;1685;133;19
28985821931;2;A;20220620023329;1689;12;1684;75;2;1685;133;19
28985843106;1;D;20220620023224;1681;10;1684;75;2;1685;133;19
28985843108;1;A;20220620023330;1682;10;1684;75;2;1685;133;19
28985846200;2;A;20220620023331;1691;1;1684;75;2;1685;133;19
28985896168;2;D;20220620023197;1686;10;1684;75;2;1685;133;19
28985896171;2;A;20220620023332;1687;10;1684;75;2;1685;133;19
28985918598;1;A;20220620023333;1681;10;1684;75;2;1685;133;19
28985918633;2;A;20220620023334;1689;10;1684;75;2;1685;133;19
28985919992;1;D;20220620023201;1680;10;1684;75;2;1685;133;19
28985919994;1;A;20220620023335;1681;10;1684;75;2;1685;133;19
28985921538;2;D;20220620023202;1688;10;1684;75;2;1685;133;19
28985921540;2;A;20220620023336;1689;10;1684;75;2;1685;133;19
28985929767;1;D;20220620023312;1683;1;1684;75;2;1685;133;19
28985947621;2;D;20220620022854;1685;7;1684;75;2;1685;126;18
28985947803;1;D;20220620023310;1680;10;1684;75;2;1685;126;18
28985947818;2;D;20220620022859;1685;2;1684;75;2;1685;124;17
28985947961;1;D;20220620023325;1684;9;1684;66;1;1685;124;17
28985986627;1;D;20220620023316;1683;1;1684;66;1;1685;124;17
28985987578;1;D;20220620023265;1683;2;1684;66;1;1685;124;17
28985995018;2;D;20220620023293;1686;10;1684;66;1;1685;124;17
28985995021;2;A;20220620023337;1687;10;1684;66;1;1685;124;17
28985998123;2;D;20220620023267;1685;5;1684;66;1;1685;119;16
28985998125;2;A;20220620023338;1686;5;1684;66;1;1685;119;16
28986010287;1;D;20220620023302;1683;1;1684;66;1;1685;119;16
28986017454;1;A;20220620023339;1684;1;1684;67;2;1685;119;16
28986018008;1;D;20220620022901;1664;5;1684;67;2;1685;119;16
28986018013;1;A;20220620023340;1665;5;1684;67;2;1685;119;16
28986082225;1;D;20220620023204;1673;5;1684;67;2;1685;119;16
28986082230;2;D;20220620023205;1693;5;1684;67;2;1685;119;16
28986082235;1;A;20220620023341;1674;5;1684;67;2;1685;119;16
28986082235;2;A;20220620023342;1694;5;1684;67;2;1685;119;16
28986083439;1;D;20220620023323;1679;10;1684;67;2;1685;119;16
28986083881;1;A;20220620023343;1680;10;1684;67;2;1685;119;16
28986087298;1;D;20220620022980;1678;15;1684;67;2;1685;119;16
28986099918;1;D;20220620023191;1661;10;1684;67;2;1685;119;16
28986099921;1;A;20220620023344;1662;10;1684;67;2;1685;119;16
28986140686;1;A;20220620023345;1684;1;1684;68;3;1685;119;16
28986175236;2;D;20220620023208;1688;10;1684;68;3;1685;119;16
28986175239;2;A;20220620023346;1689;10;1684;68;3;1685;119;16
28986177650;1;D;20220620023209;1680;10;1684;68;3;1685;119;16
28986177652;1;A;20220620023347;1681;10;1684;68;3;1685;119;16
28986245254;1;A;20220620023348;1684;3;1684;71;4;1685;119;16
28986252254;2;A;20220620023349;1687;15;1684;71;4;1685;119;16
28986255571;1;A;20220620023350;1681;14;1684;71;4;1685;119;16
28986512323;1;D;20220620023206;1679;10;1684;71;4;1685;119;16
28986512326;1;A;20220620023351;1680;10;1684;71;4;1685;119;16
28986515339;2;D;20220620023207;1687;10;1684;71;4;1685;119;16
28986515342;2;A;20220620023352;1688;10;1684;71;4;1685;119;16
28986598154;1;D;20220620023210;1649;10;1684;71;4;1685;119;16
28986598159;1;A;20220620023353;1650;10;1684;71;4;1685;119;16
28986617730;2;D;20220620023211;1717;10;1684;71;4;1685;119;16
28986617737;2;A;20220620023354;1718;10;1684;71;4;1685;119;16
28987060024;2;A;20220620023355;1688;10;1684;71;4;1685;119;16
28987060050;1;D;20220620023333;1681;10;1684;71;4;1685;119;16
28987060067;2;D;20220620023334;1689;10;1684;71;4;1685;119;16
28987060086;1;A;20220620023356;1680;10;1684;71;4;1685;119;16
28987095907;2;D;20220620023216;1686;2;1684;71;4;1685;119;16
28987095910;2;A;20220620023357;1687;2;1684;71;4;1685;119;16
28987155273;1;A;20220620023358;1684;1;1684;72;5;1685;119;16
28987304534;1;D;20220620023356;1680;10;1684;72;5;1685;119;16
28987304558;1;A;20220620023359;1681;10;1684;72;5;1685;119;16
28987304578;2;A;20220620023360;1689;10;1684;72;5;1685;119;16
28987304591;2;D;20220620023355;1688;10;1684;72;5;1685;119;16
28987590939;2;A;20220620023361;1688;10;1684;72;5;1685;119;16
28987591072;1;D;20220620023359;1681;10;1684;72;5;1685;119;16
28987591098;1;A;20220620023362;1680;10;1684;72;5;1685;119;16
28987591114;2;D;20220620023360;1689;10;1684;72;5;1685;119;16
28987607723;2;D;20220620023361;1688;10;1684;72;5;1685;119;16
28987607736;1;D;20220620023362;1680;10;1684;72;5;1685;119;16
28987607757;1;A;20220620023363;1681;10;1684;72;5;1685;119;16
28987607772;2;A;20220620023364;1689;10;1684;72;5;1685;119;16
28987781116;1;D;20220620023363;1681;10;1684;72;5;1685;119;16
28987781177;1;A;20220620023365;1680;10;1684;72;5;1685;119;16
28988045062;1;D;20220620023365;1680;10;1684;72;5;1685;119;16
28988045092;1;A;20220620023366;1681;10;1684;72;5;1685;119;16
28988411653;1;D;20220620023366;1681;10;1684;72;5;1685;119;16
28988411752;1;A;20220620023367;1680;10;1684;72;5;1685;119;16
28988789750;1;D;20220620023367;1680;10;1684;72;5;1685;119;16
28988789813;1;A;20220620023368;1681;10;1684;72;5;1685;119;16
28988794863;2;D;20220620023364;1689;10;1684;72;5;1685;119;16
28988794931;2;A;20220620023369;1688;10;1684;72;5;1685;119;16
28988836671;2;D;20220620023369;1688;10;1684;72;5;1685;119;16
28988836729;2;A;20220620023370;1689;10;1684;72;5;1685;119;16
28988841758;1;D;20220620023368;1681;10;1684;72;5;1685;119;16
28988841815;1;A;20220620023371;1680;10;1684;72;5;1685;119;16
28988854751;2;D;20220620023370;1689;10;1684;72;5;1685;119;16
28988854821;2;A;20220620023372;1688;10;1684;72;5;1685;119;16
28988908744;1;D;20220620023162;1680;2;1684;72;5;1685;119;16
28988908747;1;A;20220620023373;1681;2;1684;72;5;1685;119;16
28989976913;2;D;20220620023257;1685;50;1684;72;5;1685;69;15
28989976916;2;A;20220620023374;1685;10;1684;72;5;1685;79;16
28989979608;1;A;20220620023375;1681;10;1684;72;5;1685;79;16
28989979716;1;D;20220620023371;1680;10;1684;72;5;1685;79;16
28989980076;2;D;20220620023372;1688;10;1684;72;5;1685;79;16
28989980105;2;A;20220620023376;1689;10;1684;72;5;1685;79;16
28990196836;1;A;20220620023377;1684;1;1684;73;6;1685;79;16
28990324625;1;D;20220620023375;1681;10;1684;73;6;1685;79;16
28990324705;1;A;20220620023378;1680;10;1684;73;6;1685;79;16
28990324741;2;D;20220620023376;1689;10;1684;73;6;1685;79;16
28990324778;2;A;20220620023379;1688;10;1684;73;6;1685;79;16
28990335843;2;A;20220620023380;1689;10;1684;73;6;1685;79;16
28990335881;2;D;20220620023379;1688;10;1684;73;6;1685;79;16
28990335912;1;A;20220620023381;1681;10;1684;73;6;1685;79;16
28990335947;1;D;20220620023378;1680;10;1684;73;6;1685;79;16
28990399691;1;D;20220620023381;1681;10;1684;73;6;1685;79;16
28990399737;1;A;20220620023382;1680;10;1684;73;6;1685;79;16
28990401444;2;D;20220620023380;1689;10;1684;73;6;1685;79;16
28990401488;2;A;20220620023383;1688;10;1684;73;6;1685;79;16
28990892092;1;M;20220620023317;1684;46;1684;53;6;1685;79;16
